# t_sec	Fx_pN	Fy_pN	Fz_pN	x_px	y_px	z_px	x_um	y_um	z_um
1.14397000e+03	-3.31769176e-02	-2.52726708e+00	-6.80651057e-01	1.39787000e+02	1.37127000e+02	1.01600000e+01	1.81723100e+01	1.78265100e+01	3.04800000e+00
1.26469600e+03	-4.54740149e-02	-2.65544831e+00	-7.10282051e-01	1.36038000e+02	1.37037000e+02	1.11326000e+01	1.76849400e+01	1.78148100e+01	3.33978000e+00
1.38392000e+03	-3.59518593e-02	-2.61787890e+00	-7.03331799e-01	1.35823000e+02	1.37336000e+02	1.11609000e+01	1.76569900e+01	1.78536800e+01	3.34827000e+00
1.50430700e+03	-3.50329790e-02	-2.65738388e+00	-7.13634321e-01	1.33902000e+02	1.36635000e+02	1.11275000e+01	1.74072600e+01	1.77625500e+01	3.33825000e+00
1.62306800e+03	-3.39343522e-02	-2.68789056e+00	-7.21572744e-01	1.34224000e+02	1.34653000e+02	1.21555000e+01	1.74491200e+01	1.75048900e+01	3.64665000e+00
1.74514000e+03	-2.49842967e-02	-2.62746354e+00	-7.08726427e-01	1.34582000e+02	1.36250000e+02	1.11672000e+01	1.74956600e+01	1.77125000e+01	3.35016000e+00
1.86438000e+03	-1.87497483e-02	-2.60551373e+00	-7.04641237e-01	1.35326000e+02	1.38564000e+02	1.11451000e+01	1.75923800e+01	1.80133200e+01	3.34353000e+00
1.98223300e+03	-1.42984855e-02	-2.43370107e+00	-6.62915036e-01	1.36714000e+02	1.40565000e+02	1.12422000e+01	1.77728200e+01	1.82734500e+01	3.37266000e+00
2.10339300e+03	-7.61016347e-03	-2.41684569e+00	-6.59994734e-01	1.36899000e+02	1.41551000e+02	1.13161000e+01	1.77968700e+01	1.84016300e+01	3.39483000e+00
2.22278900e+03	-1.11064691e-02	-2.39034899e+00	-6.52135415e-01	1.35731000e+02	1.41103000e+02	1.13604000e+01	1.76450300e+01	1.83433900e+01	3.40812000e+00
2.34411800e+03	-1.08417166e-02	-2.40521718e+00	-6.56234106e-01	1.35571000e+02	1.40726000e+02	1.13523000e+01	1.76242300e+01	1.82943800e+01	3.40569000e+00
2.46426900e+03	-1.68867170e-02	-2.37794714e+00	-6.46798722e-01	1.34672000e+02	1.41293000e+02	1.13185000e+01	1.75073600e+01	1.83680900e+01	3.39555000e+00
2.58341300e+03	-1.66081164e-02	-2.37690176e+00	-6.46611704e-01	1.34542000e+02	1.42013000e+02	1.13524000e+01	1.74904600e+01	1.84616900e+01	3.40572000e+00
2.70436200e+03	-1.99684540e-02	-2.41763755e+00	-6.56455383e-01	1.35026000e+02	1.40560000e+02	1.33440000e+01	1.75533800e+01	1.82728000e+01	4.00320000e+00
2.82449000e+03	-2.58601916e-02	-2.41577625e+00	-6.53692117e-01	1.35724000e+02	1.42209000e+02	1.33103000e+01	1.76441200e+01	1.84871700e+01	3.99309000e+00
2.94547800e+03	-2.00130577e-02	-2.33983606e+00	-6.35039614e-01	1.33680000e+02	1.43932000e+02	1.32565000e+01	1.73784000e+01	1.87111600e+01	3.97695000e+00
3.06385300e+03	-1.51762610e-02	-2.33313909e+00	-6.34895191e-01	1.32893000e+02	1.44318000e+02	1.23401000e+01	1.72760900e+01	1.87613400e+01	3.70203000e+00
3.18401000e+03	-1.62493890e-02	-2.39747968e+00	-6.52432120e-01	1.32892000e+02	1.43261000e+02	1.24309000e+01	1.72759600e+01	1.86239300e+01	3.72927000e+00
3.30503600e+03	-2.62269974e-02	-2.48476177e+00	-6.71810920e-01	1.32141000e+02	1.42682000e+02	1.24337000e+01	1.71783300e+01	1.85486600e+01	3.73011000e+00
3.42383000e+03	-3.28641680e-02	-2.50304436e+00	-6.74407040e-01	1.31652000e+02	1.42754000e+02	1.22771000e+01	1.71147600e+01	1.85580200e+01	3.68313000e+00
3.54562900e+03	-3.41792249e-02	-2.57123045e+00	-6.91768044e-01	1.31477000e+02	1.41423000e+02	1.23635000e+01	1.70920100e+01	1.83849900e+01	3.70905000e+00
8.24319000e+03	7.98561691e-02	-2.08536805e+00	-5.00319584e-01	1.42619000e+02	1.39065000e+02	8.88872000e+00	1.85404700e+01	1.80784500e+01	2.66661600e+00
