# t_sec	Fx_pN	Fy_pN	Fz_pN	x_px	y_px	z_px	x_um	y_um	z_um
-7.00397700e+03	9.15321255e-02	-4.91858067e-01	-7.17969052e-02	9.94593000e+01	1.94024000e+02	1.13056000e+01	1.29297090e+01	2.52231200e+01	3.39168000e+00
-5.86857200e+03	5.81383059e-02	-5.97892325e-01	-9.34434017e-02	1.01700000e+02	1.85559000e+02	1.12154000e+01	1.32210000e+01	2.41226700e+01	3.36462000e+00
-6.79814000e+02	-2.93258079e-03	-3.16508471e-01	-3.93473744e-02	1.00421000e+02	1.92696000e+02	1.14486000e+01	1.30547300e+01	2.50504800e+01	3.43458000e+00
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-3.85922000e+02	-2.02991598e-03	-2.89025210e-01	-3.46265969e-02	9.88615000e+01	1.91228000e+02	1.13996000e+01	1.28519950e+01	2.48596400e+01	3.41988000e+00
-2.64753000e+02	3.45582833e-04	-2.86498071e-01	-3.41350289e-02	9.95031000e+01	1.91636000e+02	1.16127000e+01	1.29354030e+01	2.49126800e+01	3.48381000e+00
-1.43377000e+02	2.26436330e-03	-2.82203005e-01	-3.33742980e-02	9.82298000e+01	1.91827000e+02	1.15303000e+01	1.27698740e+01	2.49375100e+01	3.45909000e+00
-2.27720000e+01	-0.00000000e+00	-2.83016758e-01	-3.35635949e-02	9.94696000e+01	1.91394000e+02	1.14304000e+01	1.29310480e+01	2.48812200e+01	3.42912000e+00
9.43640000e+01	-4.22100136e-03	-3.06002393e-01	-3.75764738e-02	1.00227000e+02	1.87392000e+02	1.03179000e+01	1.30295100e+01	2.43609600e+01	3.09537000e+00
2.14885000e+02	-3.11836296e-03	-3.15161406e-01	-3.91203028e-02	1.00402000e+02	1.87130000e+02	1.13844000e+01	1.30522600e+01	2.43269000e+01	3.41532000e+00
3.37483000e+02	-1.12756711e-03	-3.20558888e-01	-3.99973800e-02	1.00116000e+02	1.86805000e+02	1.15714000e+01	1.30150800e+01	2.42846500e+01	3.47142000e+00
4.56786000e+02	8.01690755e-05	-3.24048670e-01	-4.05738720e-02	1.00138000e+02	1.86530000e+02	1.14523000e+01	1.30179400e+01	2.42489000e+01	3.43569000e+00
5.78582000e+02	1.53006672e-03	-3.34528620e-01	-4.23706433e-02	9.99458000e+01	1.86116000e+02	1.11711000e+01	1.29929540e+01	2.41950800e+01	3.35133000e+00
6.98026000e+02	2.29337115e-03	-3.39102426e-01	-4.31577681e-02	1.00463000e+02	1.86110000e+02	1.12997000e+01	1.30601900e+01	2.41943000e+01	3.38991000e+00
8.16949000e+02	5.25356854e-03	-3.44148816e-01	-4.39834137e-02	1.00920000e+02	1.85367000e+02	1.17993000e+01	1.31196000e+01	2.40977100e+01	3.53979000e+00
9.37149000e+02	7.43850816e-03	-3.46192480e-01	-4.42944051e-02	1.00648000e+02	1.84735000e+02	1.18549000e+01	1.30842400e+01	2.40155500e+01	3.55647000e+00
1.05647100e+03	6.42583601e-03	-3.56854680e-01	-4.62351735e-02	1.00540000e+02	1.85214000e+02	1.18677000e+01	1.30702000e+01	2.40778200e+01	3.56031000e+00
1.17536700e+03	7.35048910e-03	-3.60412239e-01	-4.68573770e-02	9.90844000e+01	1.84499000e+02	1.13330000e+01	1.28809720e+01	2.39848700e+01	3.39990000e+00
1.29716600e+03	9.84704846e-03	-3.70856327e-01	-4.87129263e-02	1.00338000e+02	1.84453000e+02	1.15866000e+01	1.30439400e+01	2.39788900e+01	3.47598000e+00
1.41708600e+03	1.34604527e-02	-3.79812430e-01	-5.02764051e-02	9.93224000e+01	1.84349000e+02	1.06551000e+01	1.29119120e+01	2.39653700e+01	3.19653000e+00
1.53552500e+03	1.73688574e-02	-3.72956532e-01	-4.89311486e-02	9.84137000e+01	1.83357000e+02	1.06185000e+01	1.27937810e+01	2.38364100e+01	3.18555000e+00
1.65678000e+03	1.99419482e-02	-3.77853845e-01	-4.97912415e-02	9.70140000e+01	1.83583000e+02	1.03603000e+01	1.26118200e+01	2.38657900e+01	3.10809000e+00
1.77684600e+03	1.95760486e-02	-3.76071001e-01	-4.94689190e-02	9.71595000e+01	1.82958000e+02	1.04837000e+01	1.26307350e+01	2.37845400e+01	3.14511000e+00
