# t_sec	Fx_pN	Fy_pN	Fz_pN	x_px	y_px	z_px	x_um	y_um	z_um
7.32877000e+02	-4.42987837e-03	-2.76634855e-01	-6.89222269e-02	5.97536000e+01	9.57827000e+01	1.10891000e+01	7.76796800e+00	1.24517510e+01	3.32673000e+00
8.52910000e+02	-2.90081097e-03	-2.52870992e-01	-6.11384832e-02	6.01677000e+01	9.40063000e+01	1.12270000e+01	7.82180100e+00	1.22208190e+01	3.36810000e+00
9.72835000e+02	-1.41161113e-03	-2.35723243e-01	-5.54401762e-02	6.18595000e+01	9.43347000e+01	1.13552000e+01	8.04173500e+00	1.22635110e+01	3.40656000e+00
1.09287300e+03	-5.25931658e-05	-2.20893294e-01	-5.04973621e-02	6.17027000e+01	9.37879000e+01	1.20992000e+01	8.02135100e+00	1.21924270e+01	3.62976000e+00
1.21289200e+03	8.14100556e-04	-2.12970050e-01	-4.77819023e-02	6.11932000e+01	9.31934000e+01	1.25058000e+01	7.95511600e+00	1.21151420e+01	3.75174000e+00
1.33283800e+03	1.34684509e-03	-2.05327555e-01	-4.53114415e-02	6.02815000e+01	9.44534000e+01	1.31791000e+01	7.83659500e+00	1.22789420e+01	3.95373000e+00
1.45281200e+03	1.66113570e-03	-2.03785678e-01	-4.46876264e-02	6.09242000e+01	9.37865000e+01	1.32287000e+01	7.92014600e+00	1.21922450e+01	3.96861000e+00
1.57278100e+03	2.09460833e-03	-2.00185618e-01	-4.33956100e-02	6.19397000e+01	9.53402000e+01	1.35758000e+01	8.05216100e+00	1.23942260e+01	4.07274000e+00
1.69279400e+03	2.24367016e-03	-1.93070819e-01	-4.13107296e-02	6.07848000e+01	9.55844000e+01	1.38751000e+01	7.90202400e+00	1.24259720e+01	4.16253000e+00
1.81284600e+03	1.62489795e-03	-2.02822743e-01	-4.44396489e-02	5.86100000e+01	9.62639000e+01	1.39893000e+01	7.61930000e+00	1.25143070e+01	4.19679000e+00
1.93284600e+03	1.73671300e-03	-2.04675620e-01	-4.48916027e-02	5.93823000e+01	9.74036000e+01	1.44976000e+01	7.71969900e+00	1.26624680e+01	4.34928000e+00
2.05279500e+03	1.32525202e-03	-2.13365892e-01	-4.76242032e-02	5.89548000e+01	9.74773000e+01	1.48397000e+01	7.66412400e+00	1.26720490e+01	4.45191000e+00
2.17292500e+03	1.78232812e-03	-2.01773175e-01	-4.40443059e-02	5.86653000e+01	9.98763000e+01	1.49713000e+01	7.62648900e+00	1.29839190e+01	4.49139000e+00
2.29291400e+03	1.60590863e-03	-2.07375787e-01	-4.57409894e-02	6.01764000e+01	9.96360000e+01	1.47207000e+01	7.82293200e+00	1.29526800e+01	4.41621000e+00
2.41287400e+03	1.81946722e-03	-2.02109732e-01	-4.41142354e-02	6.02826000e+01	1.01707000e+02	1.47274000e+01	7.83673800e+00	1.32219100e+01	4.41822000e+00
2.53285800e+03	1.56122516e-03	-2.04313907e-01	-4.48992260e-02	5.97117000e+01	1.01709000e+02	1.46670000e+01	7.76252100e+00	1.32221700e+01	4.40010000e+00
2.65282900e+03	2.19375605e-03	-1.90912010e-01	-4.07429962e-02	5.78380000e+01	1.04503000e+02	1.50677000e+01	7.51894000e+00	1.35853900e+01	4.52031000e+00
2.77279500e+03	2.01426957e-03	-1.92161667e-01	-4.12048376e-02	5.79491000e+01	1.05680000e+02	1.55520000e+01	7.53338300e+00	1.37384000e+01	4.66560000e+00
2.89277200e+03	2.01639009e-03	-1.89141152e-01	-4.03694699e-02	5.65368000e+01	1.06073000e+02	1.53767000e+01	7.34978400e+00	1.37894900e+01	4.61301000e+00
3.01279900e+03	2.34424581e-03	-1.80109787e-01	-3.76794184e-02	5.53287000e+01	1.09107000e+02	1.57672000e+01	7.19273100e+00	1.41839100e+01	4.73016000e+00
3.13280600e+03	2.31458054e-03	-1.82302323e-01	-3.82983880e-02	5.66444000e+01	1.09402000e+02	1.57547000e+01	7.36377200e+00	1.42222600e+01	4.72641000e+00
3.25277700e+03	2.44300390e-03	-1.76909827e-01	-3.67453131e-02	5.58229000e+01	1.10839000e+02	1.55792000e+01	7.25697700e+00	1.44090700e+01	4.67376000e+00
3.37275400e+03	2.32598296e-03	-1.77113118e-01	-3.68821096e-02	5.46403000e+01	1.11741000e+02	1.61495000e+01	7.10323900e+00	1.45263300e+01	4.84485000e+00
3.49278400e+03	1.79993552e-03	-1.87010128e-01	-3.99142545e-02	5.43953000e+01	1.11933000e+02	1.58784000e+01	7.07138900e+00	1.45512900e+01	4.76352000e+00
3.87517300e+03	1.96163583e-03	-1.83006409e-01	-3.87172501e-02	5.38282000e+01	1.11680000e+02	1.51070000e+01	6.99766600e+00	1.45184000e+01	4.53210000e+00
8.13577200e+03	3.39405491e-03	-1.86547459e-01	-3.84089592e-02	5.26889000e+01	1.08611000e+02	1.34797000e+01	6.84955700e+00	1.41194300e+01	4.04391000e+00
