# t_sec	Fx_pN	Fy_pN	Fz_pN	x_px	y_px	z_px	x_um	y_um	z_um
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-1.01774800e+03	-1.18530504e-03	-2.99870865e-01	-5.21148777e-02	1.18512000e+02	1.59659000e+02	1.41627000e+01	1.54065600e+01	2.07556700e+01	4.24881000e+00
-4.51993000e+02	1.19368987e-03	-2.51333628e-01	-4.07883559e-02	1.16192000e+02	1.64541000e+02	1.49026000e+01	1.51049600e+01	2.13903300e+01	4.47078000e+00
-1.12662000e+02	-5.28714884e-17	-2.78005662e-01	-4.72953705e-02	1.18444000e+02	1.60013000e+02	1.52120000e+01	1.53977200e+01	2.08016900e+01	4.56360000e+00
8.81920000e+01	-3.92631753e-03	-3.57464064e-01	-6.78342691e-02	1.18444000e+02	1.47524000e+02	1.53587000e+01	1.53977200e+01	1.91781200e+01	4.60761000e+00
2.08386000e+02	-7.77133368e-03	-4.25610048e-01	-8.71123722e-02	1.21058000e+02	1.40124000e+02	1.47247000e+01	1.57375400e+01	1.82161200e+01	4.41741000e+00
3.56066000e+02	-6.70464957e-03	-4.02973465e-01	-8.08689209e-02	1.21612000e+02	1.39132000e+02	1.48793000e+01	1.58095600e+01	1.80871600e+01	4.46379000e+00
4.75673000e+02	-4.86644365e-03	-3.74400066e-01	-7.25584553e-02	1.21803000e+02	1.38844000e+02	1.49013000e+01	1.58343900e+01	1.80497200e+01	4.47039000e+00
5.96844000e+02	-4.85512328e-03	-3.71475323e-01	-7.19701377e-02	1.22655000e+02	1.38983000e+02	1.46097000e+01	1.59451500e+01	1.80677900e+01	4.38291000e+00
7.21796000e+02	-4.91937778e-03	-3.68221203e-01	-7.14024539e-02	1.22309000e+02	1.38984000e+02	1.42648000e+01	1.59001700e+01	1.80679200e+01	4.27944000e+00
8.42010000e+02	-4.70319864e-03	-3.64666084e-01	-7.04085800e-02	1.24003000e+02	1.38974000e+02	1.44255000e+01	1.61203900e+01	1.80666200e+01	4.32765000e+00
9.58563000e+02	-3.81454177e-03	-3.49340416e-01	-6.62207421e-02	1.25154000e+02	1.39592000e+02	1.50836000e+01	1.62700200e+01	1.81469600e+01	4.52508000e+00
1.07866600e+03	-4.76651302e-03	-3.63721855e-01	-7.03059366e-02	1.26033000e+02	1.38051000e+02	1.53749000e+01	1.63842900e+01	1.79466300e+01	4.61247000e+00
1.20093200e+03	-6.40626218e-03	-3.87855133e-01	-7.71993576e-02	1.26117000e+02	1.34513000e+02	1.67470000e+01	1.63952100e+01	1.74866900e+01	5.02410000e+00
1.31980200e+03	-1.01618858e-02	-4.38742193e-01	-9.21991249e-02	1.27156000e+02	1.27696000e+02	1.59182000e+01	1.65302800e+01	1.66004800e+01	4.77546000e+00
1.43619200e+03	-1.14163091e-02	-4.49749051e-01	-9.57570747e-02	1.25664000e+02	1.26625000e+02	1.54008000e+01	1.63363200e+01	1.64612500e+01	4.62024000e+00
1.55535600e+03	-1.16133223e-02	-4.50612066e-01	-9.60952661e-02	1.25533000e+02	1.26009000e+02	1.52679000e+01	1.63192900e+01	1.63811700e+01	4.58037000e+00
1.67613500e+03	-1.45544812e-02	-4.81347703e-01	-1.05698514e-01	1.25774000e+02	1.25511000e+02	1.50771000e+01	1.63506200e+01	1.63164300e+01	4.52313000e+00
1.89138700e+03	-5.93118809e-03	-3.63548527e-01	-7.14049664e-02	1.25866000e+02	1.32671000e+02	1.31036000e+01	1.63625800e+01	1.72472300e+01	3.93108000e+00
2.00566900e+03	-3.64201794e-03	-3.31762891e-01	-6.26426938e-02	1.26761000e+02	1.34792000e+02	1.33441000e+01	1.64789300e+01	1.75229600e+01	4.00323000e+00
2.14459300e+03	-2.88645234e-03	-3.19572639e-01	-5.94775660e-02	1.25647000e+02	1.34602000e+02	1.28207000e+01	1.63341100e+01	1.74982600e+01	3.84621000e+00
2.26531300e+03	-1.84647778e-03	-3.03605889e-01	-5.53454425e-02	1.25190000e+02	1.36307000e+02	1.27844000e+01	1.62747000e+01	1.77199100e+01	3.83532000e+00
2.39066100e+03	-6.68698757e-04	-2.86602701e-01	-5.09097204e-02	1.24634000e+02	1.37158000e+02	1.27527000e+01	1.62024200e+01	1.78305400e+01	3.82581000e+00
2.51057000e+03	1.10283189e-03	-2.59502671e-01	-4.39667665e-02	1.26786000e+02	1.39735000e+02	1.39217000e+01	1.64821800e+01	1.81655500e+01	4.17651000e+00
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
