# t_sec	Fx_pN	Fy_pN	Fz_pN	x_px	y_px	z_px	x_um	y_um	z_um
-7.10223800e+03	-1.74826280e-02	-1.44870326e-01	-2.18869336e-02	1.03804000e+02	1.09876000e+02	1.38476000e+01	1.34945200e+01	1.42838800e+01	4.15428000e+00
-5.93324800e+03	-1.15182095e-02	-2.08950471e-01	-3.69917193e-02	1.04751000e+02	1.10238000e+02	1.25920000e+01	1.36176300e+01	1.43309400e+01	3.77760000e+00
-7.46069000e+02	-7.45449213e-03	-2.58952527e-01	-4.94030511e-02	1.04494000e+02	1.09975000e+02	1.27705000e+01	1.35842200e+01	1.42967500e+01	3.83115000e+00
-5.38548000e+02	-6.85034071e-03	-2.68985951e-01	-5.19480035e-02	1.04964000e+02	1.09244000e+02	1.32542000e+01	1.36453200e+01	1.42017200e+01	3.97626000e+00
-4.19011000e+02	-6.32492570e-03	-2.73122187e-01	-5.30989142e-02	1.05408000e+02	1.08357000e+02	1.34996000e+01	1.37030400e+01	1.40864100e+01	4.04988000e+00
-2.98254000e+02	-4.52184155e-03	-2.90716867e-01	-5.79026854e-02	1.05465000e+02	1.07502000e+02	1.35827000e+01	1.37104500e+01	1.39752600e+01	4.07481000e+00
-1.76934000e+02	-1.67715206e-03	-3.12734078e-01	-6.42044348e-02	1.06509000e+02	1.07377000e+02	1.28731000e+01	1.38461700e+01	1.39590100e+01	3.86193000e+00
-5.68370000e+01	3.09742617e-17	-3.24035514e-01	-6.75424748e-02	1.07046000e+02	1.07403000e+02	1.40657000e+01	1.39159800e+01	1.39623900e+01	4.21971000e+00
6.03830000e+01	2.49048542e-03	-3.44281913e-01	-7.34430659e-02	1.09491000e+02	1.06068000e+02	1.36059000e+01	1.42338300e+01	1.37888400e+01	4.08177000e+00
1.80706000e+02	3.21568385e-03	-3.56206735e-01	-7.67701158e-02	1.07923000e+02	1.04068000e+02	1.27230000e+01	1.40299900e+01	1.35288400e+01	3.81690000e+00
3.02582000e+02	4.84222586e-03	-3.67356168e-01	-8.01497121e-02	1.08358000e+02	1.02673000e+02	1.27127000e+01	1.40865400e+01	1.33474900e+01	3.81381000e+00
4.23209000e+02	6.15810173e-03	-3.81329582e-01	-8.42429191e-02	1.08778000e+02	1.01249000e+02	1.22442000e+01	1.41411400e+01	1.31623700e+01	3.67326000e+00
5.43707000e+02	4.54824937e-03	-3.64496646e-01	-7.93107963e-02	1.08532000e+02	1.01596000e+02	1.25647000e+01	1.41091600e+01	1.32074800e+01	3.76941000e+00
6.63631000e+02	3.57558744e-03	-3.53874087e-01	-7.62408000e-02	1.09392000e+02	1.02805000e+02	1.26054000e+01	1.42209600e+01	1.33646500e+01	3.78162000e+00
7.82641000e+02	5.54405117e-03	-3.71639433e-01	-8.14764543e-02	1.08127000e+02	1.01591000e+02	1.26528000e+01	1.40565100e+01	1.32068300e+01	3.79584000e+00
9.02490000e+02	9.37452695e-03	-3.99171460e-01	-8.98842782e-02	1.08966000e+02	9.95440000e+01	1.20309000e+01	1.41655800e+01	1.29407200e+01	3.60927000e+00
1.02280300e+03	9.86783509e-03	-4.02381659e-01	-9.08862343e-02	1.09789000e+02	1.00156000e+02	1.25815000e+01	1.42725700e+01	1.30202800e+01	3.77445000e+00
1.14140200e+03	1.24266821e-02	-4.23086918e-01	-9.72520022e-02	1.09256000e+02	9.90441000e+01	1.23402000e+01	1.42032800e+01	1.28757330e+01	3.70206000e+00
1.26242900e+03	1.19941277e-02	-4.17380699e-01	-9.55522664e-02	1.09979000e+02	9.92184000e+01	1.25564000e+01	1.42972700e+01	1.28983920e+01	3.76692000e+00
1.38255800e+03	1.34268644e-02	-4.27164849e-01	-9.86202047e-02	1.10251000e+02	9.91315000e+01	1.23552000e+01	1.43326300e+01	1.28870950e+01	3.70656000e+00
1.50179300e+03	1.26936356e-02	-4.21819132e-01	-9.69519615e-02	1.10785000e+02	9.91140000e+01	1.25849000e+01	1.44020500e+01	1.28848200e+01	3.77547000e+00
1.62280100e+03	1.39960919e-02	-4.32308591e-01	-1.00201088e-01	1.09562000e+02	9.72334000e+01	1.28544000e+01	1.42430600e+01	1.26403420e+01	3.85632000e+00
1.74273900e+03	1.54937414e-02	-4.45213263e-01	-1.04180933e-01	1.08799000e+02	9.69456000e+01	1.24225000e+01	1.41438700e+01	1.26029280e+01	3.72675000e+00
1.86051300e+03	1.36205340e-02	-4.34369217e-01	-1.00685968e-01	1.07608000e+02	9.85771000e+01	1.34590000e+01	1.39890400e+01	1.28150230e+01	4.03770000e+00
1.98117800e+03	1.16904624e-02	-4.21751621e-01	-9.66990927e-02	1.06792000e+02	9.92218000e+01	1.32446000e+01	1.38829600e+01	1.28988340e+01	3.97338000e+00
2.10172600e+03	1.10042766e-02	-4.15752683e-01	-9.48689407e-02	1.07199000e+02	9.95951000e+01	1.35965000e+01	1.39358700e+01	1.29473630e+01	4.07895000e+00
2.22320500e+03	1.22250861e-02	-4.23817893e-01	-9.74002582e-02	1.07424000e+02	9.91032000e+01	1.39491000e+01	1.39651200e+01	1.28834160e+01	4.18473000e+00
2.34235800e+03	1.15882939e-02	-4.17785608e-01	-9.55729943e-02	1.06832000e+02	9.97765000e+01	1.42943000e+01	1.38881600e+01	1.29709450e+01	4.28829000e+00
2.46268900e+03	1.05924431e-02	-4.07626123e-01	-9.25084038e-02	1.06836000e+02	1.00512000e+02	1.42453000e+01	1.38886800e+01	1.30665600e+01	4.27359000e+00
2.58278600e+03	1.24671975e-02	-4.17848990e-01	-9.57865298e-02	1.09698000e+02	1.00093000e+02	1.32888000e+01	1.42607400e+01	1.30120900e+01	3.98664000e+00
2.70248600e+03	8.24340584e-03	-3.83336699e-01	-8.53026131e-02	1.10416000e+02	1.02598000e+02	1.28498000e+01	1.43540800e+01	1.33377400e+01	3.85494000e+00
2.82222000e+03	9.56682134e-03	-3.90608641e-01	-8.76065861e-02	1.11202000e+02	1.02896000e+02	1.20896000e+01	1.44562600e+01	1.33764800e+01	3.62688000e+00
2.94274100e+03	1.28358157e-02	-4.17339707e-01	-9.57436522e-02	1.10677000e+02	1.01472000e+02	1.22228000e+01	1.43880100e+01	1.31913600e+01	3.66684000e+00
3.06248900e+03	1.16556134e-02	-4.11297305e-01	-9.37834322e-02	1.10548000e+02	1.04144000e+02	1.20666000e+01	1.43712400e+01	1.35387200e+01	3.61998000e+00
3.18277300e+03	1.52999975e-02	-4.37872573e-01	-1.02057601e-01	1.10865000e+02	1.02836000e+02	1.24798000e+01	1.44124500e+01	1.33686800e+01	3.74394000e+00
3.30299100e+03	1.22305997e-02	-4.15214934e-01	-9.50042024e-02	1.12080000e+02	1.05289000e+02	1.19566000e+01	1.45704000e+01	1.36875700e+01	3.58698000e+00
3.42255700e+03	1.12273624e-02	-4.08291671e-01	-9.28521368e-02	1.12043000e+02	1.04886000e+02	1.25507000e+01	1.45655900e+01	1.36351800e+01	3.76521000e+00
3.54259700e+03	1.19437918e-02	-4.12815993e-01	-9.42723366e-02	1.12232000e+02	1.04305000e+02	1.22162000e+01	1.45901600e+01	1.35596500e+01	3.66486000e+00
4.11114300e+03	9.35261367e-03	-3.88778222e-01	-8.70561473e-02	1.09667000e+02	1.04987000e+02	1.15655000e+01	1.42567100e+01	1.36483100e+01	3.46965000e+00
8.52007900e+03	2.58245955e-03	-3.39440235e-01	-7.22133546e-02	1.09026000e+02	1.11167000e+02	1.19543000e+01	1.41733800e+01	1.44517100e+01	3.58629000e+00
