# t_sec	Fx_pN	Fy_pN	Fz_pN	x_px	y_px	z_px	x_um	y_um	z_um
-6.72406300e+03	3.74917529e-02	-1.07838603e+00	-2.54008418e-01	1.36063000e+02	8.72909000e+01	1.74643000e+01	1.76881900e+01	1.13478170e+01	5.23929000e+00
-1.11906800e+03	-8.58025469e-03	-1.17489859e+00	-3.33370951e-01	8.80785000e+01	1.02127000e+02	2.01913000e+01	1.14502050e+01	1.32765100e+01	6.05739000e+00
-7.05990000e+02	3.94004109e-04	-1.09682127e+00	-3.07600996e-01	8.98756000e+01	9.81788000e+01	2.10127000e+01	1.16838280e+01	1.27632440e+01	6.30381000e+00
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-5.87192000e+02	4.64738005e-04	-1.05210291e+00	-2.93283255e-01	8.99258000e+01	9.92637000e+01	2.12474000e+01	1.16903540e+01	1.29042810e+01	6.37422000e+00
-4.67112000e+02	-1.82009930e-03	-1.06386594e+00	-2.97444132e-01	8.93618000e+01	9.92086000e+01	2.07587000e+01	1.16170340e+01	1.28971180e+01	6.22761000e+00
-3.47215000e+02	-2.59403802e-03	-1.05756740e+00	-2.95470937e-01	8.95720000e+01	9.89416000e+01	2.04934000e+01	1.16443600e+01	1.28624080e+01	6.14802000e+00
-2.27156000e+02	-1.01554311e-03	-1.03591557e+00	-2.88331074e-01	8.87821000e+01	9.89084000e+01	2.07905000e+01	1.15416730e+01	1.28580920e+01	6.23715000e+00
-1.07182000e+02	1.15946105e-16	-1.02424383e+00	-2.84417979e-01	8.78811000e+01	9.92797000e+01	2.04506000e+01	1.14245430e+01	1.29063610e+01	6.13518000e+00
1.29800000e+01	-9.87504808e-03	-1.17938899e+00	-3.35031801e-01	8.73902000e+01	9.55471000e+01	2.03272000e+01	1.13607260e+01	1.24211230e+01	6.09816000e+00
1.32763000e+02	-3.24460774e-02	-1.55997989e+00	-4.46597963e-01	8.62296000e+01	8.72694000e+01	1.66088000e+01	1.12098480e+01	1.13450220e+01	4.98264000e+00
2.52970000e+02	-5.69141423e-02	-1.93740337e+00	-5.31937706e-01	8.54411000e+01	8.01047000e+01	1.28483000e+01	1.11073430e+01	1.04136110e+01	3.85449000e+00
3.72952000e+02	-7.21564165e-02	-2.13084501e+00	-5.63383513e-01	8.38483000e+01	7.76410000e+01	1.08433000e+01	1.09002790e+01	1.00933300e+01	3.25299000e+00
4.92920000e+02	-8.19467909e-02	-2.23271008e+00	-5.75777479e-01	8.15419000e+01	7.47379000e+01	8.26217000e+00	1.06004470e+01	9.71592700e+00	2.47865100e+00
6.12954000e+02	-8.19620768e-02	-2.20457958e+00	-5.72162546e-01	8.04727000e+01	7.45536000e+01	7.37717000e+00	1.04614510e+01	9.69196800e+00	2.21315100e+00
7.32877000e+02	-8.20164848e-02	-2.18480532e+00	-5.69395354e-01	7.87552000e+01	7.42590000e+01	7.11905000e+00	1.02381760e+01	9.65367000e+00	2.13571500e+00
8.52910000e+02	-7.84010563e-02	-2.09698343e+00	-5.56956941e-01	7.68101000e+01	7.46350000e+01	6.73120000e+00	9.98531300e+00	9.70255000e+00	2.01936000e+00
9.72835000e+02	-8.65165375e-02	-2.19869835e+00	-5.71215614e-01	7.39302000e+01	7.28186000e+01	7.07521000e+00	9.61092600e+00	9.46641800e+00	2.12256300e+00
1.09287300e+03	-7.55318218e-02	-2.07234580e+00	-5.53646791e-01	7.70153000e+01	7.28129000e+01	7.70884000e+00	1.00119890e+01	9.46567700e+00	2.31265200e+00
1.21289200e+03	-7.61269947e-02	-2.09595421e+00	-5.58284894e-01	7.68824000e+01	7.18420000e+01	7.31463000e+00	9.99471200e+00	9.33946000e+00	2.19438900e+00
1.33283800e+03	-7.82840961e-02	-2.14169335e+00	-5.64689097e-01	7.80250000e+01	7.08472000e+01	7.20063000e+00	1.01432500e+01	9.21013600e+00	2.16018900e+00
1.45281200e+03	-8.07452045e-02	-2.15227614e+00	-5.65144015e-01	7.68272000e+01	7.13448000e+01	7.24137000e+00	9.98753600e+00	9.27482400e+00	2.17241100e+00
