# t_sec	Fx_pN	Fy_pN	Fz_pN	x_px	y_px	z_px	x_um	y_um	z_um
-6.66259000e+03	-2.10861378e-02	-1.92136360e-01	-2.18118634e-02	7.77978000e+01	1.39617000e+02	1.09333000e+01	1.01137140e+01	1.81502100e+01	3.27999000e+00
-1.05552300e+03	1.48137374e-02	-5.34496613e-01	-8.82489094e-02	7.68752000e+01	1.36665000e+02	1.34644000e+01	9.99377600e+00	1.77664500e+01	4.03932000e+00
-6.73507000e+02	1.60706526e-02	-4.84453257e-01	-7.72661091e-02	7.72796000e+01	1.35603000e+02	1.25045000e+01	1.00463480e+01	1.76283900e+01	3.75135000e+00
-5.54664000e+02	1.84218337e-02	-4.87972376e-01	-7.80399672e-02	7.57545000e+01	1.34069000e+02	1.24500000e+01	9.84808500e+00	1.74289700e+01	3.73500000e+00
-4.35386000e+02	1.56705517e-02	-4.89625916e-01	-7.83816733e-02	7.58051000e+01	1.32800000e+02	1.31221000e+01	9.85466300e+00	1.72640000e+01	3.93663000e+00
-3.15490000e+02	1.37252552e-02	-4.87763011e-01	-7.79729830e-02	7.46158000e+01	1.31248000e+02	1.31193000e+01	9.70005400e+00	1.70622400e+01	3.93579000e+00
-1.93889000e+02	7.61060974e-03	-4.75408079e-01	-7.53086251e-02	7.32588000e+01	1.32156000e+02	1.31707000e+01	9.52364400e+00	1.71802800e+01	3.95121000e+00
-7.40180000e+01	1.17171665e-17	-4.73121274e-01	-7.48148383e-02	7.35038000e+01	1.33226000e+02	1.29538000e+01	9.55549400e+00	1.73193800e+01	3.88614000e+00
4.61070000e+01	-3.31026925e-02	-5.89204149e-01	-1.00992199e-01	7.74943000e+01	1.23093000e+02	1.16451000e+01	1.00742590e+01	1.60020900e+01	3.49353000e+00
1.65180000e+02	-8.38889862e-02	-1.03496617e+00	-2.11311209e-01	7.82349000e+01	1.02073000e+02	6.06536000e+00	1.01705370e+01	1.32694900e+01	1.81960800e+00
2.86362000e+02	-1.03536588e-01	-1.47435786e+00	-3.25046041e-01	7.65110000e+01	8.93535000e+01	6.22873000e+00	9.94643000e+00	1.16159550e+01	1.86861900e+00
4.06353000e+02	-1.20269231e-01	-1.87268627e+00	-4.25850422e-01	7.77327000e+01	8.35186000e+01	7.39551000e+00	1.01052510e+01	1.08574180e+01	2.21865300e+00
5.26642000e+02	-5.77693602e-02	-2.27240826e+00	-5.20198307e-01	7.45537000e+01	7.84024000e+01	9.50183000e+00	9.69198100e+00	1.01923120e+01	2.85054900e+00
6.46261000e+02	-2.18164006e-02	-2.49492763e+00	-5.68873333e-01	7.56654000e+01	7.50947000e+01	1.11447000e+01	9.83650200e+00	9.76231100e+00	3.34341000e+00
7.66335000e+02	3.82137779e-02	-2.73474853e+00	-6.19188922e-01	7.56566000e+01	7.34716000e+01	1.19152000e+01	9.83535800e+00	9.55130800e+00	3.57456000e+00
8.85851000e+02	4.50497924e-02	-2.79255988e+00	-6.30120282e-01	7.55688000e+01	7.26217000e+01	1.19662000e+01	9.82394400e+00	9.44082100e+00	3.58986000e+00
1.00575100e+03	1.04716605e-01	-2.90758827e+00	-6.52083457e-01	7.66672000e+01	7.11547000e+01	1.17895000e+01	9.96673600e+00	9.25011100e+00	3.53685000e+00
1.12627700e+03	1.21245850e-01	-2.85918446e+00	-6.43621774e-01	7.53240000e+01	7.02727000e+01	1.22046000e+01	9.79212000e+00	9.13545100e+00	3.66138000e+00
1.24556700e+03	1.65333313e-01	-2.98332440e+00	-6.66901028e-01	7.55779000e+01	6.83497000e+01	1.27719000e+01	9.82512700e+00	8.88546100e+00	3.83157000e+00
1.36618200e+03	2.10420835e-01	-4.46610464e+00	-8.31272017e-01	7.65670000e+01	5.62501000e+01	1.39628000e+01	9.95371000e+00	7.31251300e+00	4.18884000e+00
1.48583400e+03	3.38547886e-01	-4.57941827e+00	-8.34823138e-01	7.53899000e+01	5.52450000e+01	1.50594000e+01	9.80068700e+00	7.18185000e+00	4.51782000e+00
1.60587000e+03	3.71996236e-01	-4.48338808e+00	-8.34856302e-01	7.44888000e+01	5.38221000e+01	1.48770000e+01	9.68354400e+00	6.99687300e+00	4.46310000e+00
1.72622700e+03	2.59826197e-01	-4.14827190e+00	-8.12139613e-01	7.38801000e+01	5.44670000e+01	1.54902000e+01	9.60441300e+00	7.08071000e+00	4.64706000e+00
1.84565600e+03	3.27022967e-01	-3.57835529e+00	-7.59882615e-01	7.37201000e+01	5.83084000e+01	1.53542000e+01	9.58361300e+00	7.58009200e+00	4.60626000e+00
1.96601600e+03	2.85624557e-01	-3.41878337e+00	-7.38004918e-01	7.35960000e+01	5.98550000e+01	1.58621000e+01	9.56748000e+00	7.78115000e+00	4.75863000e+00
2.08584200e+03	3.05296508e-01	-3.33848243e+00	-7.27665403e-01	7.35143000e+01	6.02778000e+01	1.56651000e+01	9.55685900e+00	7.83611400e+00	4.69953000e+00
2.20583500e+03	4.19867153e-01	-3.38389141e+00	-7.35595373e-01	7.19917000e+01	5.94687000e+01	1.55446000e+01	9.35892100e+00	7.73093100e+00	4.66338000e+00
2.32587600e+03	4.84472446e-01	-3.46343220e+00	-7.46986004e-01	7.17822000e+01	5.91865000e+01	1.57783000e+01	9.33168600e+00	7.69424500e+00	4.73349000e+00
2.44607700e+03	5.34214228e-01	-3.49463918e+00	-7.51718045e-01	7.14820000e+01	5.88900000e+01	1.58610000e+01	9.29266000e+00	7.65570000e+00	4.75830000e+00
2.56588600e+03	5.59799211e-01	-3.21741239e+00	-7.15191268e-01	7.06963000e+01	6.09761000e+01	1.61048000e+01	9.19051900e+00	7.92689300e+00	4.83144000e+00
2.68633700e+03	7.05692842e-01	-3.14596391e+00	-7.07026157e-01	7.06697000e+01	6.10904000e+01	1.60027000e+01	9.18706100e+00	7.94175200e+00	4.80081000e+00
2.80600400e+03	9.06501114e-01	-3.19457495e+00	-7.18177882e-01	6.94714000e+01	6.05967000e+01	1.62961000e+01	9.03128200e+00	7.87757100e+00	4.88883000e+00
2.92551700e+03	9.89034941e-01	-3.18651695e+00	-7.18947606e-01	6.97285000e+01	6.00482000e+01	1.63490000e+01	9.06470500e+00	7.80626600e+00	4.90470000e+00
3.04574200e+03	1.06242831e+00	-3.06507275e+00	-7.04529935e-01	7.03904000e+01	5.94928000e+01	1.62587000e+01	9.15075200e+00	7.73406400e+00	4.87761000e+00
3.16584300e+03	1.09265765e+00	-3.38933799e+00	-7.47424522e-01	7.14122000e+01	6.03918000e+01	1.59134000e+01	9.28358600e+00	7.85093400e+00	4.77402000e+00
3.28553800e+03	1.13918165e+00	-3.58840956e+00	-7.73951958e-01	7.16494000e+01	6.08547000e+01	1.61029000e+01	9.31442200e+00	7.91111100e+00	4.83087000e+00
3.40611700e+03	1.04689744e+00	-3.54945776e+00	-7.67074725e-01	7.30871000e+01	6.07189000e+01	1.69799000e+01	9.50132300e+00	7.89345700e+00	5.09397000e+00
3.52610500e+03	1.10572350e+00	-3.46997216e+00	-7.58254784e-01	7.24545000e+01	6.09263000e+01	1.71638000e+01	9.41908500e+00	7.92041900e+00	5.14914000e+00
