# t_sec	Fx_pN	Fy_pN	Fz_pN	x_px	y_px	z_px	x_um	y_um	z_um
-6.69394200e+03	-8.09843725e-03	-5.34862632e-01	-1.53438442e-01	1.41552000e+02	1.11181000e+02	1.79347000e+01	1.84017600e+01	1.44535300e+01	5.38041000e+00
-1.08784700e+03	-3.78498983e-03	-4.11892555e-01	-1.14621397e-01	1.55525000e+02	1.08821000e+02	1.27185000e+01	2.02182500e+01	1.41467300e+01	3.81555000e+00
-6.90054000e+02	-2.56185076e-03	-4.03477065e-01	-1.11755755e-01	1.54308000e+02	1.08629000e+02	1.06650000e+01	2.00600400e+01	1.41217700e+01	3.19950000e+00
-5.71314000e+02	-1.74265581e-03	-3.93685536e-01	-1.08457374e-01	1.52735000e+02	1.07653000e+02	1.07522000e+01	1.98555500e+01	1.39948900e+01	3.22566000e+00
-4.51609000e+02	-1.74771349e-03	-3.90389418e-01	-1.07388462e-01	1.51883000e+02	1.07649000e+02	1.04950000e+01	1.97447900e+01	1.39943700e+01	3.14850000e+00
-3.31622000e+02	-1.59035171e-03	-3.96565114e-01	-1.09360794e-01	1.51429000e+02	1.06160000e+02	1.04312000e+01	1.96857700e+01	1.38008000e+01	3.12936000e+00
-2.11007000e+02	-8.40206969e-04	-3.81960450e-01	-1.04516644e-01	1.50958000e+02	1.06243000e+02	1.00543000e+01	1.96245400e+01	1.38115900e+01	3.01629000e+00
-9.12380000e+01	-0.00000000e+00	-3.82947253e-01	-1.04691935e-01	1.55511000e+02	1.06035000e+02	1.00840000e+01	2.02164300e+01	1.37845500e+01	3.02520000e+00
2.94850000e+01	-1.15672192e-03	-4.05531468e-01	-1.12209744e-01	1.55962000e+02	1.03805000e+02	8.89305000e+00	2.02750600e+01	1.34946500e+01	2.66791500e+00
1.48965000e+02	-6.08140596e-03	-4.97134661e-01	-1.41785306e-01	1.57508000e+02	9.99341000e+01	9.10898000e+00	2.04760400e+01	1.29914330e+01	2.73269400e+00
