# t_sec	Fx_pN	Fy_pN	Fz_pN	x_px	y_px	z_px	x_um	y_um	z_um
-7.10223800e+03	3.71757722e-02	-3.75877062e-01	-5.17518944e-02	1.30859000e+02	1.45704000e+02	1.37295000e+01	1.70116700e+01	1.89415200e+01	4.11885000e+00
-5.93324800e+03	-1.59672145e-02	-2.52125457e-01	-2.99748327e-02	1.31578000e+02	1.46481000e+02	1.31052000e+01	1.71051400e+01	1.90425300e+01	3.93156000e+00
-7.46069000e+02	-3.18155295e-02	-3.06074773e-01	-3.96168696e-02	1.30581000e+02	1.46396000e+02	1.17009000e+01	1.69755300e+01	1.90314800e+01	3.51027000e+00
-5.38548000e+02	-3.34555850e-02	-3.14594589e-01	-4.11875026e-02	1.33528000e+02	1.48075000e+02	1.19647000e+01	1.73586400e+01	1.92497500e+01	3.58941000e+00
-4.19011000e+02	-3.20802391e-02	-3.29874531e-01	-4.38846328e-02	1.33788000e+02	1.48341000e+02	1.13128000e+01	1.73924400e+01	1.92843300e+01	3.39384000e+00
-2.98254000e+02	-1.93429762e-02	-3.40599937e-01	-4.54881618e-02	1.34016000e+02	1.48019000e+02	1.13183000e+01	1.74220800e+01	1.92424700e+01	3.39549000e+00
-1.76934000e+02	-2.97343542e-03	-3.47366140e-01	-4.64288100e-02	1.33834000e+02	1.48422000e+02	9.83898000e+00	1.73984200e+01	1.92948600e+01	2.95169400e+00
-5.68370000e+01	-5.57586983e-17	-3.41013191e-01	-4.52327740e-02	1.34362000e+02	1.48251000e+02	1.05649000e+01	1.74670600e+01	1.92726300e+01	3.16947000e+00
6.03830000e+01	1.41892002e-02	-3.77387896e-01	-5.19426051e-02	1.35058000e+02	1.42332000e+02	1.26667000e+01	1.75575400e+01	1.85031600e+01	3.80001000e+00
1.80706000e+02	2.50265209e-02	-4.23468699e-01	-6.08830733e-02	1.34501000e+02	1.36038000e+02	1.07559000e+01	1.74851300e+01	1.76849400e+01	3.22677000e+00
3.02582000e+02	1.87541422e-02	-4.80005056e-01	-7.22978605e-02	1.37551000e+02	1.32501000e+02	1.10766000e+01	1.78816300e+01	1.72251300e+01	3.32298000e+00
4.23209000e+02	2.82806953e-02	-5.84847798e-01	-9.46198556e-02	1.38010000e+02	1.25975000e+02	1.07672000e+01	1.79413000e+01	1.63767500e+01	3.23016000e+00
5.43707000e+02	3.11403368e-02	-7.15291979e-01	-1.24107911e-01	1.38819000e+02	1.18605000e+02	9.88940000e+00	1.80464700e+01	1.54186500e+01	2.96682000e+00
6.63631000e+02	4.95054436e-02	-8.90413730e-01	-1.65883177e-01	1.42753000e+02	1.13206000e+02	7.77384000e+00	1.85578900e+01	1.47167800e+01	2.33215200e+00
7.82641000e+02	1.02373489e-01	-1.06025581e+00	-2.08553196e-01	1.43155000e+02	1.11404000e+02	7.06682000e+00	1.86101500e+01	1.44825200e+01	2.12004600e+00
9.02490000e+02	1.02973848e-01	-1.12053400e+00	-2.23753358e-01	1.42723000e+02	1.10411000e+02	7.03928000e+00	1.85539900e+01	1.43534300e+01	2.11178400e+00
1.02280300e+03	9.43585259e-02	-1.12227376e+00	-2.24084679e-01	1.45325000e+02	1.11160000e+02	6.52677000e+00	1.88922500e+01	1.44508000e+01	1.95803100e+00
