# t_sec	Fx_pN	Fy_pN	Fz_pN	x_px	y_px	z_px	x_um	y_um	z_um
-6.63065500e+03	-3.87139657e-02	-1.11196892e-01	-1.83753855e-02	6.07540000e+01	1.30839000e+02	8.71241000e+00	7.89802000e+00	1.70090700e+01	2.61372300e+00
-1.02376800e+03	-4.26315950e-03	-7.92519941e-02	-1.00063371e-02	6.06069000e+01	1.30736000e+02	1.09322000e+01	7.87889700e+00	1.69956800e+01	3.27966000e+00
-6.57023000e+02	-2.34005126e-03	-9.83750873e-02	-1.34363283e-02	6.04567000e+01	1.30142000e+02	1.11546000e+01	7.85937100e+00	1.69184600e+01	3.34638000e+00
-5.38832000e+02	-2.56845365e-03	-1.05772542e-01	-1.48521739e-02	6.21696000e+01	1.31385000e+02	1.10510000e+01	8.08204800e+00	1.70800500e+01	3.31530000e+00
-4.19382000e+02	-1.67564703e-03	-1.13619599e-01	-1.63706277e-02	6.15659000e+01	1.31737000e+02	1.06585000e+01	8.00356700e+00	1.71258100e+01	3.19755000e+00
-2.99770000e+02	-7.49582488e-04	-1.25080725e-01	-1.86609672e-02	6.13556000e+01	1.31582000e+02	1.03127000e+01	7.97622800e+00	1.71056600e+01	3.09381000e+00
-1.77078000e+02	-1.07930808e-03	-1.39501144e-01	-2.16694269e-02	6.14219000e+01	1.31106000e+02	9.75909000e+00	7.98484700e+00	1.70437800e+01	2.92772700e+00
-5.68970000e+01	-0.00000000e+00	-1.44231002e-01	-2.26587296e-02	6.21082000e+01	1.30437000e+02	9.40505000e+00	8.07406600e+00	1.69568100e+01	2.82151500e+00
6.29370000e+01	-3.05973086e-03	-1.50984477e-01	-2.41715767e-02	6.32102000e+01	1.26764000e+02	7.94659000e+00	8.21732600e+00	1.64793200e+01	2.38397700e+00
1.81659000e+02	-2.09882982e-03	-1.52694808e-01	-2.45232405e-02	6.36795000e+01	1.26715000e+02	8.81759000e+00	8.27833500e+00	1.64729500e+01	2.64527700e+00
3.03049000e+02	5.40409936e-04	-1.63747385e-01	-2.69031787e-02	6.43418000e+01	1.24164000e+02	9.26363000e+00	8.36443400e+00	1.61413200e+01	2.77908900e+00
4.23571000e+02	5.35194922e-03	-1.63944394e-01	-2.68973990e-02	6.42707000e+01	1.22426000e+02	9.17961000e+00	8.35519100e+00	1.59153800e+01	2.75388300e+00
5.43291000e+02	7.08734711e-03	-1.70399834e-01	-2.83205687e-02	6.45575000e+01	1.21040000e+02	9.30382000e+00	8.39247500e+00	1.57352000e+01	2.79114600e+00
6.63292000e+02	9.33833750e-03	-1.74597016e-01	-2.92599832e-02	6.36986000e+01	1.19952000e+02	9.77792000e+00	8.28081800e+00	1.55937600e+01	2.93337600e+00
7.83723000e+02	5.97005801e-03	-1.65483492e-01	-2.72333056e-02	6.50678000e+01	1.19649000e+02	1.01653000e+01	8.45881400e+00	1.55543700e+01	3.04959000e+00
