# t_sec	Fx_pN	Fy_pN	Fz_pN	x_px	y_px	z_px	x_um	y_um	z_um
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-1.03271100e+03	-9.11269962e-03	-3.67130770e-01	-3.75149412e-02	8.92662000e+01	1.49756000e+02	1.77251000e+01	1.16046060e+01	1.94682800e+01	5.31753000e+00
-4.66157000e+02	-2.64020063e-03	-3.54259242e-01	-3.56890403e-02	8.60292000e+01	1.46599000e+02	1.66745000e+01	1.11837960e+01	1.90578700e+01	5.00235000e+00
-1.26956000e+02	-3.23122465e-17	-2.87765268e-01	-2.66861523e-02	8.85502000e+01	1.45725000e+02	1.72085000e+01	1.15115260e+01	1.89442500e+01	5.16255000e+00
7.38090000e+01	-1.59953413e-02	-2.61890981e-01	-2.34181567e-02	8.72165000e+01	1.36752000e+02	1.55072000e+01	1.13381450e+01	1.77777600e+01	4.65216000e+00
1.94022000e+02	-1.92430006e-02	-2.51870171e-01	-2.22034477e-02	8.84066000e+01	1.35855000e+02	1.61337000e+01	1.14928580e+01	1.76611500e+01	4.84011000e+00
3.41791000e+02	-1.96542245e-02	-2.48358899e-01	-2.17759528e-02	8.80249000e+01	1.34347000e+02	1.67206000e+01	1.14432370e+01	1.74651100e+01	5.01618000e+00
4.61414000e+02	-2.14424707e-02	-2.55217002e-01	-2.26327138e-02	8.74222000e+01	1.33571000e+02	1.64018000e+01	1.13648860e+01	1.73642300e+01	4.92054000e+00
5.82109000e+02	-2.10466742e-02	-2.60348548e-01	-2.32635299e-02	8.77589000e+01	1.33728000e+02	1.63641000e+01	1.14086570e+01	1.73846400e+01	4.90923000e+00
7.06543000e+02	-2.24805675e-02	-2.65752824e-01	-2.39524710e-02	8.78426000e+01	1.33589000e+02	1.66349000e+01	1.14195380e+01	1.73665700e+01	4.99047000e+00
8.26549000e+02	-2.28288280e-02	-2.67493576e-01	-2.41733635e-02	8.80561000e+01	1.33850000e+02	1.68941000e+01	1.14472930e+01	1.74005000e+01	5.06823000e+00
9.44626000e+02	-2.31685110e-02	-2.62050650e-01	-2.34971726e-02	8.75884000e+01	1.33781000e+02	1.60997000e+01	1.13864920e+01	1.73915300e+01	4.82991000e+00
1.06467600e+03	-2.12830061e-02	-2.54346311e-01	-2.25244924e-02	8.83300000e+01	1.33838000e+02	1.56670000e+01	1.14829000e+01	1.73989400e+01	4.70010000e+00
1.18670500e+03	-2.06283214e-02	-2.50416181e-01	-2.20367905e-02	8.78479000e+01	1.33560000e+02	1.67464000e+01	1.14202270e+01	1.73628000e+01	5.02392000e+00
1.30572100e+03	-1.85546326e-02	-2.40943440e-01	-2.08696748e-02	8.72689000e+01	1.33633000e+02	1.60859000e+01	1.13449570e+01	1.73722900e+01	4.82577000e+00
1.42184400e+03	-1.96442843e-02	-2.30919491e-01	-1.96816505e-02	8.79419000e+01	1.33831000e+02	1.56092000e+01	1.14324470e+01	1.73980300e+01	4.68276000e+00
1.54145900e+03	-1.96365870e-02	-2.25174955e-01	-1.90046719e-02	8.84013000e+01	1.33525000e+02	1.56862000e+01	1.14921690e+01	1.73582500e+01	4.70586000e+00
1.66168200e+03	-2.02478481e-02	-2.22338551e-01	-1.86791203e-02	8.94125000e+01	1.33834000e+02	1.70396000e+01	1.16236250e+01	1.73984200e+01	5.11188000e+00
1.87744500e+03	-2.40197225e-02	-2.11389631e-01	-1.74596275e-02	8.97338000e+01	1.35501000e+02	1.60156000e+01	1.16653940e+01	1.76151300e+01	4.80468000e+00
1.99169800e+03	-2.23260669e-02	-2.09607322e-01	-1.72373443e-02	9.00446000e+01	1.35635000e+02	1.72844000e+01	1.17057980e+01	1.76325500e+01	5.18532000e+00
2.13056700e+03	-1.99895915e-02	-2.06676297e-01	-1.68796736e-02	9.03253000e+01	1.38342000e+02	1.62497000e+01	1.17422890e+01	1.79844600e+01	4.87491000e+00
2.25087100e+03	-1.80073021e-02	-1.97804836e-01	-1.58658722e-02	9.04685000e+01	1.39253000e+02	1.55738000e+01	1.17609050e+01	1.81028900e+01	4.67214000e+00
2.37531500e+03	-1.52373335e-02	-1.94059079e-01	-1.54269264e-02	8.99504000e+01	1.40528000e+02	1.53170000e+01	1.16935520e+01	1.82686400e+01	4.59510000e+00
2.49502900e+03	-1.37038410e-02	-1.88336176e-01	-1.47872157e-02	9.10734000e+01	1.43004000e+02	1.65480000e+01	1.18395420e+01	1.85905200e+01	4.96440000e+00
2.61511500e+03	-1.46141198e-02	-1.87821888e-01	-1.47379480e-02	9.03123000e+01	1.42451000e+02	1.71953000e+01	1.17405990e+01	1.85186300e+01	5.15859000e+00
2.73456100e+03	-1.42871811e-02	-1.86874938e-01	-1.46325571e-02	9.35000000e+01	1.44500000e+02	1.75000000e+01	1.21550000e+01	1.87850000e+01	5.25000000e+00
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
